labour_entry_id,labour_id,work_type,project_id,work_date,daily_wage
LE02406,LB014,Carpenter,PR004,2024-08-05,850
LE02407,LB017,Bar Bender,PR006,2024-08-05,650
LE02408,LB007,Helper,PR005,2024-08-05,750
LE02409,LB006,Mason,PR002,2024-08-05,600
LE02410,LB002,Helper,PR001,2024-08-05,800
LE02411,LB010,Bar Bender,PR003,2024-08-05,1000
LE02412,LB004,Mason,PR004,2024-08-05,650
LE02413,LB003,Helper,PR006,2024-08-05,750
LE02414,LB012,Mason,PR005,2024-08-05,800
LE02415,LB005,Mason,PR002,2024-08-05,900
LE02416,LB001,Mason,PR001,2024-08-05,650
LE02417,LB016,Mason,PR003,2024-08-05,850
LE02418,LB020,Bar Bender,PR004,2024-08-05,600
LE02419,LB015,Helper,PR006,2024-08-05,700
LE02420,LB018,Carpenter,PR005,2024-08-05,650
LE02421,LB005,Mason,PR005,2024-08-06,900
LE02422,LB010,Bar Bender,PR004,2024-08-06,1000
LE02423,LB008,Mason,PR006,2024-08-06,1000
LE02424,LB009,Helper,PR003,2024-08-06,1000
LE02425,LB020,Bar Bender,PR002,2024-08-06,600
LE02426,LB012,Mason,PR001,2024-08-06,800
LE02427,LB007,Helper,PR005,2024-08-06,750
LE02428,LB013,Bar Bender,PR004,2024-08-06,700
LE02429,LB014,Carpenter,PR006,2024-08-06,850
LE02430,LB002,Helper,PR003,2024-08-06,800
LE02431,LB018,Carpenter,PR002,2024-08-06,650
LE02432,LB019,Carpenter,PR001,2024-08-06,850
LE02433,LB015,Helper,PR005,2024-08-06,700
LE02434,LB016,Mason,PR004,2024-08-06,850
LE02435,LB017,Bar Bender,PR006,2024-08-06,650
LE02436,LB004,Mason,PR003,2024-08-06,650
LE02437,LB001,Mason,PR002,2024-08-06,650
LE02438,LB011,Bar Bender,PR001,2024-08-06,750
LE02439,LB006,Mason,PR005,2024-08-06,600
LE02440,LB003,Helper,PR004,2024-08-06,750
LE02441,LB019,Carpenter,PR006,2024-08-07,850
LE02442,LB013,Bar Bender,PR002,2024-08-07,700
LE02443,LB011,Bar Bender,PR005,2024-08-07,750
LE02444,LB014,Carpenter,PR004,2024-08-07,850
LE02445,LB004,Mason,PR001,2024-08-07,650
LE02446,LB001,Mason,PR003,2024-08-07,650
LE02447,LB002,Helper,PR006,2024-08-07,800
LE02448,LB005,Mason,PR002,2024-08-07,900
LE02449,LB016,Mason,PR005,2024-08-07,850
LE02450,LB009,Helper,PR004,2024-08-07,1000
LE02451,LB018,Carpenter,PR001,2024-08-07,650
LE02452,LB010,Bar Bender,PR003,2024-08-07,1000
LE02453,LB012,Mason,PR006,2024-08-07,800
LE02454,LB008,Mason,PR002,2024-08-07,1000
LE02455,LB003,Helper,PR005,2024-08-07,750
LE02456,LB007,Helper,PR004,2024-08-07,750
LE02457,LB020,Bar Bender,PR001,2024-08-07,600
LE02458,LB006,Mason,PR003,2024-08-07,600
LE02459,LB015,Helper,PR006,2024-08-07,700
LE02460,LB017,Bar Bender,PR002,2024-08-07,650
LE02461,LB014,Carpenter,PR003,2024-08-08,850
LE02462,LB003,Helper,PR004,2024-08-08,750
LE02463,LB004,Mason,PR002,2024-08-08,650
LE02464,LB005,Mason,PR005,2024-08-08,900
LE02465,LB012,Mason,PR006,2024-08-08,800
LE02466,LB017,Bar Bender,PR001,2024-08-08,650
LE02467,LB006,Mason,PR003,2024-08-08,600
LE02468,LB008,Mason,PR004,2024-08-08,1000
LE02469,LB018,Carpenter,PR002,2024-08-08,650
LE02470,LB009,Helper,PR005,2024-08-08,1000
LE02471,LB013,Bar Bender,PR006,2024-08-08,700
LE02472,LB020,Bar Bender,PR001,2024-08-08,600
LE02473,LB010,Bar Bender,PR003,2024-08-08,1000
LE02474,LB001,Mason,PR004,2024-08-08,650
LE02475,LB016,Mason,PR002,2024-08-08,850
LE02476,LB011,Bar Bender,PR005,2024-08-08,750
LE02477,LB019,Carpenter,PR006,2024-08-08,850
LE02478,LB007,Helper,PR001,2024-08-08,750
LE02479,LB002,Helper,PR003,2024-08-08,800
LE02480,LB015,Helper,PR004,2024-08-08,700
LE02481,LB006,Mason,PR003,2024-08-09,600
LE02482,LB008,Mason,PR001,2024-08-09,1000
LE02483,LB017,Bar Bender,PR002,2024-08-09,650
LE02484,LB020,Bar Bender,PR006,2024-08-09,600
LE02485,LB018,Carpenter,PR005,2024-08-09,650
LE02486,LB016,Mason,PR004,2024-08-09,850
LE02487,LB009,Helper,PR003,2024-08-09,1000
LE02488,LB007,Helper,PR001,2024-08-09,750
LE02489,LB019,Carpenter,PR002,2024-08-09,850
LE02490,LB004,Mason,PR006,2024-08-09,650
LE02491,LB013,Bar Bender,PR005,2024-08-09,700
LE02492,LB003,Helper,PR004,2024-08-09,750
LE02493,LB014,Carpenter,PR003,2024-08-09,850
LE02494,LB015,Helper,PR001,2024-08-09,700
LE02495,LB010,Bar Bender,PR002,2024-08-09,1000
LE02496,LB011,Bar Bender,PR006,2024-08-09,750
LE02497,LB005,Mason,PR005,2024-08-09,900
LE02498,LB001,Mason,PR004,2024-08-09,650
LE02499,LB012,Mason,PR003,2024-08-09,800
LE02500,LB002,Helper,PR001,2024-08-09,800
LE02501,LB007,Helper,PR006,2024-08-10,750
LE02502,LB020,Bar Bender,PR003,2024-08-10,600
LE02503,LB009,Helper,PR002,2024-08-10,1000
LE02504,LB003,Helper,PR001,2024-08-10,750
LE02505,LB004,Mason,PR004,2024-08-10,650
LE02506,LB013,Bar Bender,PR005,2024-08-10,700
LE02507,LB014,Carpenter,PR006,2024-08-10,850
LE02508,LB018,Carpenter,PR003,2024-08-10,650
LE02509,LB017,Bar Bender,PR002,2024-08-10,650
LE02510,LB006,Mason,PR001,2024-08-10,600
LE02511,LB011,Bar Bender,PR004,2024-08-10,750
LE02512,LB016,Mason,PR005,2024-08-10,850
LE02513,LB008,Mason,PR006,2024-08-10,1000
LE02514,LB001,Mason,PR003,2024-08-10,650
LE02515,LB012,Mason,PR002,2024-08-10,800
LE02516,LB015,Helper,PR001,2024-08-10,700
LE02517,LB010,Bar Bender,PR004,2024-08-10,1000
LE02518,LB005,Mason,PR005,2024-08-10,900
LE02519,LB002,Helper,PR006,2024-08-10,800
LE02520,LB019,Carpenter,PR003,2024-08-10,850
LE02521,LB015,Helper,PR005,2024-08-12,700
LE02522,LB006,Mason,PR001,2024-08-12,600
LE02523,LB010,Bar Bender,PR003,2024-08-12,1000
LE02524,LB003,Helper,PR006,2024-08-12,750
LE02525,LB005,Mason,PR002,2024-08-12,900
LE02526,LB019,Carpenter,PR004,2024-08-12,850
LE02527,LB002,Helper,PR005,2024-08-12,800
LE02528,LB004,Mason,PR001,2024-08-12,650
LE02529,LB016,Mason,PR003,2024-08-12,850
LE02530,LB014,Carpenter,PR006,2024-08-12,850
LE02531,LB017,Bar Bender,PR002,2024-08-12,650
LE02532,LB020,Bar Bender,PR004,2024-08-12,600
LE02533,LB018,Carpenter,PR005,2024-08-12,650
LE02534,LB012,Mason,PR001,2024-08-12,800
LE02535,LB013,Bar Bender,PR003,2024-08-12,700
LE02536,LB009,Helper,PR006,2024-08-12,1000
LE02537,LB011,Bar Bender,PR002,2024-08-12,750
LE02538,LB008,Mason,PR004,2024-08-12,1000
LE02539,LB007,Helper,PR005,2024-08-12,750
LE02540,LB001,Mason,PR001,2024-08-12,650
LE02541,LB018,Carpenter,PR002,2024-08-13,650
LE02542,LB006,Mason,PR003,2024-08-13,600
LE02543,LB016,Mason,PR001,2024-08-13,850
LE02544,LB010,Bar Bender,PR005,2024-08-13,1000
LE02545,LB005,Mason,PR006,2024-08-13,900
LE02546,LB003,Helper,PR004,2024-08-13,750
LE02547,LB019,Carpenter,PR002,2024-08-13,850
LE02548,LB008,Mason,PR003,2024-08-13,1000
LE02549,LB017,Bar Bender,PR001,2024-08-13,650
LE02550,LB001,Mason,PR005,2024-08-13,650
LE02551,LB014,Carpenter,PR006,2024-08-13,850
LE02552,LB011,Bar Bender,PR004,2024-08-13,750
LE02553,LB013,Bar Bender,PR002,2024-08-13,700
LE02554,LB002,Helper,PR003,2024-08-13,800
LE02555,LB007,Helper,PR001,2024-08-13,750
LE02556,LB004,Mason,PR005,2024-08-13,650
LE02557,LB020,Bar Bender,PR006,2024-08-13,600
LE02558,LB012,Mason,PR004,2024-08-13,800
LE02559,LB015,Helper,PR002,2024-08-13,700
LE02560,LB009,Helper,PR003,2024-08-13,1000
LE02561,LB019,Carpenter,PR004,2024-08-14,850
LE02562,LB001,Mason,PR002,2024-08-14,650
LE02563,LB008,Mason,PR006,2024-08-14,1000
LE02564,LB010,Bar Bender,PR003,2024-08-14,1000
LE02565,LB002,Helper,PR005,2024-08-14,800
LE02566,LB005,Mason,PR004,2024-08-14,900
LE02567,LB004,Mason,PR002,2024-08-14,650
LE02568,LB009,Helper,PR006,2024-08-14,1000
LE02569,LB015,Helper,PR003,2024-08-14,700
LE02570,LB003,Helper,PR005,2024-08-14,750
LE02571,LB018,Carpenter,PR004,2024-08-14,650
LE02572,LB017,Bar Bender,PR002,2024-08-14,650
LE02573,LB016,Mason,PR006,2024-08-14,850
LE02574,LB012,Mason,PR003,2024-08-14,800
LE02575,LB020,Bar Bender,PR005,2024-08-14,600
LE02576,LB011,Bar Bender,PR004,2024-08-14,750
LE02577,LB007,Helper,PR002,2024-08-14,750
LE02578,LB014,Carpenter,PR006,2024-08-14,850
LE02579,LB006,Mason,PR003,2024-08-14,600
LE02580,LB013,Bar Bender,PR005,2024-08-14,700
LE02581,LB008,Mason,PR004,2024-08-15,1000
LE02582,LB010,Bar Bender,PR005,2024-08-15,1000
LE02583,LB002,Helper,PR002,2024-08-15,800
LE02584,LB015,Helper,PR006,2024-08-15,700
LE02585,LB009,Helper,PR003,2024-08-15,1000
LE02586,LB006,Mason,PR004,2024-08-15,600
LE02587,LB014,Carpenter,PR005,2024-08-15,850
LE02588,LB018,Carpenter,PR002,2024-08-15,650
LE02589,LB020,Bar Bender,PR006,2024-08-15,600
LE02590,LB013,Bar Bender,PR003,2024-08-15,700
LE02591,LB004,Mason,PR004,2024-08-15,650
LE02592,LB019,Carpenter,PR005,2024-08-15,850
LE02593,LB017,Bar Bender,PR002,2024-08-15,650
LE02594,LB007,Helper,PR006,2024-08-15,750
LE02595,LB012,Mason,PR003,2024-08-15,800
LE02596,LB005,Mason,PR004,2024-08-15,900
LE02597,LB016,Mason,PR005,2024-08-15,850
LE02598,LB001,Mason,PR002,2024-08-15,650
LE02599,LB003,Helper,PR006,2024-08-15,750
LE02600,LB011,Bar Bender,PR003,2024-08-15,750
LE02601,LB018,Carpenter,PR004,2024-08-16,650
LE02602,LB009,Helper,PR005,2024-08-16,1000
LE02603,LB020,Bar Bender,PR002,2024-08-16,600
LE02604,LB006,Mason,PR006,2024-08-16,600
LE02605,LB011,Bar Bender,PR003,2024-08-16,750
LE02606,LB012,Mason,PR004,2024-08-16,800
LE02607,LB005,Mason,PR005,2024-08-16,900
LE02608,LB014,Carpenter,PR002,2024-08-16,850
LE02609,LB010,Bar Bender,PR006,2024-08-16,1000
LE02610,LB013,Bar Bender,PR003,2024-08-16,700
LE02611,LB019,Carpenter,PR004,2024-08-16,850
LE02612,LB002,Helper,PR005,2024-08-16,800
LE02613,LB003,Helper,PR002,2024-08-16,750
LE02614,LB007,Helper,PR006,2024-08-16,750
LE02615,LB004,Mason,PR003,2024-08-16,650
LE02616,LB001,Mason,PR004,2024-08-16,650
LE02617,LB008,Mason,PR005,2024-08-16,1000
LE02618,LB017,Bar Bender,PR002,2024-08-16,650
LE02619,LB016,Mason,PR006,2024-08-16,850
LE02620,LB015,Helper,PR003,2024-08-16,700
LE02621,LB008,Mason,PR006,2024-08-17,1000
LE02622,LB013,Bar Bender,PR003,2024-08-17,700
LE02623,LB016,Mason,PR004,2024-08-17,850
LE02624,LB005,Mason,PR005,2024-08-17,900
LE02625,LB009,Helper,PR002,2024-08-17,1000
LE02626,LB011,Bar Bender,PR006,2024-08-17,750
LE02627,LB007,Helper,PR003,2024-08-17,750
LE02628,LB014,Carpenter,PR004,2024-08-17,850
LE02629,LB020,Bar Bender,PR005,2024-08-17,600
LE02630,LB002,Helper,PR002,2024-08-17,800
LE02631,LB015,Helper,PR006,2024-08-17,700
LE02632,LB019,Carpenter,PR003,2024-08-17,850
LE02633,LB017,Bar Bender,PR004,2024-08-17,650
LE02634,LB006,Mason,PR005,2024-08-17,600
LE02635,LB003,Helper,PR002,2024-08-17,750
LE02636,LB004,Mason,PR006,2024-08-17,650
LE02637,LB012,Mason,PR003,2024-08-17,800
LE02638,LB010,Bar Bender,PR004,2024-08-17,1000
LE02639,LB001,Mason,PR005,2024-08-17,650
LE02640,LB018,Carpenter,PR002,2024-08-17,650
LE02641,LB003,Helper,PR003,2024-08-19,750
LE02642,LB018,Carpenter,PR004,2024-08-19,650
LE02643,LB013,Bar Bender,PR006,2024-08-19,700
LE02644,LB007,Helper,PR002,2024-08-19,750
LE02645,LB014,Carpenter,PR005,2024-08-19,850
LE02646,LB016,Mason,PR003,2024-08-19,850
LE02647,LB004,Mason,PR004,2024-08-19,650
LE02648,LB008,Mason,PR006,2024-08-19,1000
LE02649,LB005,Mason,PR002,2024-08-19,900
LE02650,LB006,Mason,PR005,2024-08-19,600
LE02651,LB012,Mason,PR003,2024-08-19,800
LE02652,LB011,Bar Bender,PR004,2024-08-19,750
LE02653,LB020,Bar Bender,PR006,2024-08-19,600
LE02654,LB010,Bar Bender,PR002,2024-08-19,1000
LE02655,LB015,Helper,PR005,2024-08-19,700
LE02656,LB019,Carpenter,PR003,2024-08-19,850
LE02657,LB001,Mason,PR004,2024-08-19,650
LE02658,LB009,Helper,PR006,2024-08-19,1000
LE02659,LB017,Bar Bender,PR002,2024-08-19,650
LE02660,LB002,Helper,PR005,2024-08-19,800
LE02661,LB015,Helper,PR006,2024-08-20,700
LE02662,LB020,Bar Bender,PR002,2024-08-20,600
LE02663,LB001,Mason,PR005,2024-08-20,650
LE02664,LB014,Carpenter,PR003,2024-08-20,850
LE02665,LB007,Helper,PR004,2024-08-20,750
LE02666,LB012,Mason,PR006,2024-08-20,800
LE02667,LB003,Helper,PR002,2024-08-20,750
LE02668,LB011,Bar Bender,PR005,2024-08-20,750
LE02669,LB005,Mason,PR003,2024-08-20,900
LE02670,LB017,Bar Bender,PR004,2024-08-20,650
LE02671,LB019,Carpenter,PR006,2024-08-20,850
LE02672,LB002,Helper,PR002,2024-08-20,800
LE02673,LB006,Mason,PR005,2024-08-20,600
LE02674,LB013,Bar Bender,PR003,2024-08-20,700
LE02675,LB018,Carpenter,PR004,2024-08-20,650
LE02676,LB016,Mason,PR006,2024-08-20,850
LE02677,LB009,Helper,PR002,2024-08-20,1000
LE02678,LB008,Mason,PR005,2024-08-20,1000
LE02679,LB004,Mason,PR003,2024-08-20,650
LE02680,LB010,Bar Bender,PR004,2024-08-20,1000
LE02681,LB004,Mason,PR004,2024-08-21,650
LE02682,LB001,Mason,PR006,2024-08-21,650
LE02683,LB007,Helper,PR007,2024-08-21,750
LE02684,LB016,Mason,PR003,2024-08-21,850
LE02685,LB003,Helper,PR002,2024-08-21,750
LE02686,LB017,Bar Bender,PR005,2024-08-21,650
LE02687,LB010,Bar Bender,PR004,2024-08-21,1000
LE02688,LB020,Bar Bender,PR006,2024-08-21,600
LE02689,LB009,Helper,PR007,2024-08-21,1000
LE02690,LB011,Bar Bender,PR003,2024-08-21,750
LE02691,LB008,Mason,PR002,2024-08-21,1000
LE02692,LB019,Carpenter,PR005,2024-08-21,850
LE02693,LB012,Mason,PR004,2024-08-21,800
LE02694,LB006,Mason,PR006,2024-08-21,600
LE02695,LB015,Helper,PR007,2024-08-21,700
LE02696,LB014,Carpenter,PR003,2024-08-21,850
LE02697,LB013,Bar Bender,PR002,2024-08-21,700
LE02698,LB018,Carpenter,PR005,2024-08-21,650
LE02699,LB005,Mason,PR004,2024-08-21,900
LE02700,LB002,Helper,PR006,2024-08-21,800
LE02701,LB004,Mason,PR002,2024-08-22,650
LE02702,LB020,Bar Bender,PR006,2024-08-22,600
LE02703,LB011,Bar Bender,PR004,2024-08-22,750
LE02704,LB012,Mason,PR005,2024-08-22,800
LE02705,LB010,Bar Bender,PR003,2024-08-22,1000
LE02706,LB003,Helper,PR007,2024-08-22,750
LE02707,LB007,Helper,PR002,2024-08-22,750
LE02708,LB013,Bar Bender,PR006,2024-08-22,700
LE02709,LB015,Helper,PR004,2024-08-22,700
LE02710,LB018,Carpenter,PR005,2024-08-22,650
LE02711,LB017,Bar Bender,PR003,2024-08-22,650
LE02712,LB002,Helper,PR007,2024-08-22,800
LE02713,LB001,Mason,PR002,2024-08-22,650
LE02714,LB005,Mason,PR006,2024-08-22,900
LE02715,LB006,Mason,PR004,2024-08-22,600
LE02716,LB009,Helper,PR005,2024-08-22,1000
LE02717,LB019,Carpenter,PR003,2024-08-22,850
LE02718,LB014,Carpenter,PR007,2024-08-22,850
LE02719,LB008,Mason,PR002,2024-08-22,1000
LE02720,LB016,Mason,PR006,2024-08-22,850
LE02721,LB007,Helper,PR003,2024-08-23,750
LE02722,LB003,Helper,PR005,2024-08-23,750
LE02723,LB004,Mason,PR006,2024-08-23,650
LE02724,LB005,Mason,PR004,2024-08-23,900
LE02725,LB018,Carpenter,PR002,2024-08-23,650
LE02726,LB010,Bar Bender,PR007,2024-08-23,1000
LE02727,LB012,Mason,PR003,2024-08-23,800
LE02728,LB020,Bar Bender,PR005,2024-08-23,600
LE02729,LB006,Mason,PR006,2024-08-23,600
LE02730,LB013,Bar Bender,PR004,2024-08-23,700
LE02731,LB014,Carpenter,PR002,2024-08-23,850
LE02732,LB019,Carpenter,PR007,2024-08-23,850
LE02733,LB016,Mason,PR003,2024-08-23,850
LE02734,LB009,Helper,PR005,2024-08-23,1000
LE02735,LB015,Helper,PR006,2024-08-23,700
LE02736,LB001,Mason,PR004,2024-08-23,650
LE02737,LB002,Helper,PR002,2024-08-23,800
LE02738,LB011,Bar Bender,PR007,2024-08-23,750
LE02739,LB008,Mason,PR003,2024-08-23,1000
LE02740,LB017,Bar Bender,PR005,2024-08-23,650
LE02741,LB013,Bar Bender,PR007,2024-08-24,700
LE02742,LB010,Bar Bender,PR002,2024-08-24,1000
LE02743,LB002,Helper,PR005,2024-08-24,800
LE02744,LB008,Mason,PR003,2024-08-24,1000
LE02745,LB016,Mason,PR006,2024-08-24,850
LE02746,LB007,Helper,PR004,2024-08-24,750
LE02747,LB018,Carpenter,PR007,2024-08-24,650
LE02748,LB004,Mason,PR002,2024-08-24,650
LE02749,LB017,Bar Bender,PR005,2024-08-24,650
LE02750,LB011,Bar Bender,PR003,2024-08-24,750
LE02751,LB019,Carpenter,PR006,2024-08-24,850
LE02752,LB014,Carpenter,PR004,2024-08-24,850
LE02753,LB001,Mason,PR007,2024-08-24,650
LE02754,LB003,Helper,PR002,2024-08-24,750
LE02755,LB015,Helper,PR005,2024-08-24,700
LE02756,LB009,Helper,PR003,2024-08-24,1000
LE02757,LB020,Bar Bender,PR006,2024-08-24,600
LE02758,LB006,Mason,PR004,2024-08-24,600
LE02759,LB005,Mason,PR007,2024-08-24,900
LE02760,LB012,Mason,PR002,2024-08-24,800
LE02761,LB001,Mason,PR003,2024-08-26,650
LE02762,LB019,Carpenter,PR005,2024-08-26,850
LE02763,LB003,Helper,PR006,2024-08-26,750
LE02764,LB020,Bar Bender,PR007,2024-08-26,600
LE02765,LB009,Helper,PR002,2024-08-26,1000
LE02766,LB004,Mason,PR004,2024-08-26,650
LE02767,LB017,Bar Bender,PR003,2024-08-26,650
LE02768,LB014,Carpenter,PR005,2024-08-26,850
LE02769,LB007,Helper,PR006,2024-08-26,750
LE02770,LB016,Mason,PR007,2024-08-26,850
LE02771,LB005,Mason,PR002,2024-08-26,900
LE02772,LB011,Bar Bender,PR004,2024-08-26,750
LE02773,LB012,Mason,PR003,2024-08-26,800
LE02774,LB015,Helper,PR005,2024-08-26,700
LE02775,LB006,Mason,PR006,2024-08-26,600
LE02776,LB008,Mason,PR007,2024-08-26,1000
LE02777,LB013,Bar Bender,PR002,2024-08-26,700
LE02778,LB018,Carpenter,PR004,2024-08-26,650
LE02779,LB010,Bar Bender,PR003,2024-08-26,1000
LE02780,LB002,Helper,PR005,2024-08-26,800
LE02781,LB005,Mason,PR005,2024-08-27,900
LE02782,LB018,Carpenter,PR006,2024-08-27,650
LE02783,LB011,Bar Bender,PR004,2024-08-27,750
LE02784,LB013,Bar Bender,PR003,2024-08-27,700
LE02785,LB003,Helper,PR007,2024-08-27,750
LE02786,LB020,Bar Bender,PR002,2024-08-27,600
LE02787,LB012,Mason,PR005,2024-08-27,800
LE02788,LB007,Helper,PR006,2024-08-27,750
LE02789,LB014,Carpenter,PR004,2024-08-27,850
LE02790,LB004,Mason,PR003,2024-08-27,650
LE02791,LB001,Mason,PR007,2024-08-27,650
LE02792,LB019,Carpenter,PR002,2024-08-27,850
LE02793,LB002,Helper,PR005,2024-08-27,800
LE02794,LB009,Helper,PR006,2024-08-27,1000
LE02795,LB010,Bar Bender,PR004,2024-08-27,1000
LE02796,LB017,Bar Bender,PR003,2024-08-27,650
LE02797,LB006,Mason,PR007,2024-08-27,600
LE02798,LB008,Mason,PR002,2024-08-27,1000
LE02799,LB015,Helper,PR005,2024-08-27,700
LE02800,LB016,Mason,PR006,2024-08-27,850
LE02801,LB006,Mason,PR006,2024-08-28,600
LE02802,LB016,Mason,PR003,2024-08-28,850
LE02803,LB012,Mason,PR002,2024-08-28,800
LE02804,LB017,Bar Bender,PR004,2024-08-28,650
LE02805,LB009,Helper,PR007,2024-08-28,1000
LE02806,LB003,Helper,PR005,2024-08-28,750
LE02807,LB020,Bar Bender,PR006,2024-08-28,600
LE02808,LB015,Helper,PR003,2024-08-28,700
LE02809,LB018,Carpenter,PR002,2024-08-28,650
LE02810,LB005,Mason,PR004,2024-08-28,900
LE02811,LB002,Helper,PR007,2024-08-28,800
LE02812,LB001,Mason,PR005,2024-08-28,650
LE02813,LB014,Carpenter,PR006,2024-08-28,850
LE02814,LB007,Helper,PR003,2024-08-28,750
LE02815,LB004,Mason,PR002,2024-08-28,650
LE02816,LB013,Bar Bender,PR004,2024-08-28,700
LE02817,LB019,Carpenter,PR007,2024-08-28,850
LE02818,LB010,Bar Bender,PR005,2024-08-28,1000
LE02819,LB008,Mason,PR006,2024-08-28,1000
LE02820,LB011,Bar Bender,PR003,2024-08-28,750
LE02821,LB019,Carpenter,PR004,2024-08-29,850
LE02822,LB006,Mason,PR007,2024-08-29,600
LE02823,LB012,Mason,PR002,2024-08-29,800
LE02824,LB020,Bar Bender,PR006,2024-08-29,600
LE02825,LB009,Helper,PR003,2024-08-29,1000
LE02826,LB013,Bar Bender,PR005,2024-08-29,700
LE02827,LB002,Helper,PR004,2024-08-29,800
LE02828,LB010,Bar Bender,PR007,2024-08-29,1000
LE02829,LB011,Bar Bender,PR002,2024-08-29,750
LE02830,LB014,Carpenter,PR006,2024-08-29,850
LE02831,LB004,Mason,PR003,2024-08-29,650
LE02832,LB016,Mason,PR005,2024-08-29,850
LE02833,LB001,Mason,PR004,2024-08-29,650
LE02834,LB008,Mason,PR007,2024-08-29,1000
LE02835,LB007,Helper,PR002,2024-08-29,750
LE02836,LB018,Carpenter,PR006,2024-08-29,650
LE02837,LB017,Bar Bender,PR003,2024-08-29,650
LE02838,LB005,Mason,PR005,2024-08-29,900
LE02839,LB003,Helper,PR004,2024-08-29,750
LE02840,LB015,Helper,PR007,2024-08-29,700
LE02841,LB008,Mason,PR007,2024-08-30,1000
LE02842,LB011,Bar Bender,PR002,2024-08-30,750
LE02843,LB020,Bar Bender,PR003,2024-08-30,600
LE02844,LB014,Carpenter,PR006,2024-08-30,850
LE02845,LB019,Carpenter,PR004,2024-08-30,850
LE02846,LB005,Mason,PR005,2024-08-30,900
LE02847,LB017,Bar Bender,PR007,2024-08-30,650
LE02848,LB002,Helper,PR002,2024-08-30,800
LE02849,LB010,Bar Bender,PR003,2024-08-30,1000
LE02850,LB006,Mason,PR006,2024-08-30,600
LE02851,LB013,Bar Bender,PR004,2024-08-30,700
LE02852,LB009,Helper,PR005,2024-08-30,1000
LE02853,LB001,Mason,PR007,2024-08-30,650
LE02854,LB012,Mason,PR002,2024-08-30,800
LE02855,LB007,Helper,PR003,2024-08-30,750
LE02856,LB015,Helper,PR006,2024-08-30,700
LE02857,LB018,Carpenter,PR004,2024-08-30,650
LE02858,LB016,Mason,PR005,2024-08-30,850
LE02859,LB004,Mason,PR007,2024-08-30,650
LE02860,LB003,Helper,PR002,2024-08-30,750
LE02861,LB018,Carpenter,PR006,2024-08-31,650
LE02862,LB015,Helper,PR007,2024-08-31,700
LE02863,LB001,Mason,PR004,2024-08-31,650
LE02864,LB012,Mason,PR003,2024-08-31,800
LE02865,LB007,Helper,PR002,2024-08-31,750
LE02866,LB005,Mason,PR005,2024-08-31,900
LE02867,LB010,Bar Bender,PR006,2024-08-31,1000
LE02868,LB013,Bar Bender,PR007,2024-08-31,700
LE02869,LB019,Carpenter,PR004,2024-08-31,850
LE02870,LB014,Carpenter,PR003,2024-08-31,850
LE02871,LB004,Mason,PR002,2024-08-31,650
LE02872,LB008,Mason,PR005,2024-08-31,1000
LE02873,LB006,Mason,PR006,2024-08-31,600
LE02874,LB017,Bar Bender,PR007,2024-08-31,650
LE02875,LB011,Bar Bender,PR004,2024-08-31,750
LE02876,LB002,Helper,PR003,2024-08-31,800
LE02877,LB016,Mason,PR002,2024-08-31,850
LE02878,LB020,Bar Bender,PR005,2024-08-31,600
LE02879,LB003,Helper,PR006,2024-08-31,750
LE02880,LB009,Helper,PR007,2024-08-31,1000
LE02881,LB001,Mason,PR003,2024-09-02,650
LE02882,LB011,Bar Bender,PR002,2024-09-02,750
LE02883,LB020,Bar Bender,PR006,2024-09-02,600
LE02884,LB013,Bar Bender,PR005,2024-09-02,700
LE02885,LB010,Bar Bender,PR004,2024-09-02,1000
LE02886,LB002,Helper,PR007,2024-09-02,800
LE02887,LB004,Mason,PR003,2024-09-02,650
LE02888,LB009,Helper,PR002,2024-09-02,1000
LE02889,LB014,Carpenter,PR006,2024-09-02,850
LE02890,LB007,Helper,PR005,2024-09-02,750
LE02891,LB008,Mason,PR004,2024-09-02,1000
LE02892,LB018,Carpenter,PR007,2024-09-02,650
LE02893,LB003,Helper,PR003,2024-09-02,750
LE02894,LB006,Mason,PR002,2024-09-02,600
LE02895,LB016,Mason,PR006,2024-09-02,850
LE02896,LB017,Bar Bender,PR005,2024-09-02,650
LE02897,LB005,Mason,PR004,2024-09-02,900
LE02898,LB012,Mason,PR007,2024-09-02,800
LE02899,LB015,Helper,PR003,2024-09-02,700
LE02900,LB019,Carpenter,PR002,2024-09-02,850
LE02901,LB019,Carpenter,PR006,2024-09-03,850
LE02902,LB004,Mason,PR007,2024-09-03,650
LE02903,LB017,Bar Bender,PR005,2024-09-03,650
LE02904,LB005,Mason,PR002,2024-09-03,900
LE02905,LB013,Bar Bender,PR003,2024-09-03,700
LE02906,LB002,Helper,PR004,2024-09-03,800
LE02907,LB010,Bar Bender,PR006,2024-09-03,1000
LE02908,LB014,Carpenter,PR007,2024-09-03,850
LE02909,LB001,Mason,PR005,2024-09-03,650
LE02910,LB007,Helper,PR002,2024-09-03,750
LE02911,LB003,Helper,PR003,2024-09-03,750
LE02912,LB020,Bar Bender,PR004,2024-09-03,600
LE02913,LB018,Carpenter,PR006,2024-09-03,650
LE02914,LB016,Mason,PR007,2024-09-03,850
LE02915,LB011,Bar Bender,PR005,2024-09-03,750
LE02916,LB009,Helper,PR002,2024-09-03,1000
LE02917,LB006,Mason,PR003,2024-09-03,600
LE02918,LB015,Helper,PR004,2024-09-03,700
